Time (s) - Detector SiHi:amps (P) 	Primary Axis - Detector SiHi:amps (P) 	
8232.6	4.711172E-6	
8233.6	 4.70462E-6	
8234.6	 4.70803E-6	
8235.6	 4.70876E-6	
8236.6	 4.70391E-6	
8237.6	4.708994E-6	
8238.6	4.708551E-6	
8239.6	4.712203E-6	
8240.6	4.704163E-6	
8241.6	4.708793E-6	
8242.6	4.706734E-6	
8243.6	4.711411E-6	
8244.6	4.708711E-6	
8245.6	 4.70753E-6	
8246.6	4.706014E-6	
8247.6	4.705701E-6	
8248.6	4.710946E-6	
8249.6	4.710112E-6	
8250.6	4.708793E-6	
8251.6	4.700688E-6	
8252.7	4.710036E-6	
8253.6	4.706038E-6	
8254.7	4.699042E-6	
8255.7	4.709241E-6	
8256.7	 4.70723E-6	
8257.7	4.701729E-6	
8258.7	4.708324E-6	
8259.7	 4.70813E-6	
8260.7	4.705877E-6	
8261.7	4.708578E-6	
8262.7	4.707216E-6	
8263.7	4.707996E-6	
8264.7	4.703894E-6	
8265.7	4.704635E-6	
8266.7	4.709431E-6	
8267.7	4.708654E-6	
8268.7	 4.70671E-6	
8269.7	4.706284E-6	
8270.7	4.707216E-6	
8271.7	4.710008E-6	
8272.7	4.711133E-6	
8273.7	4.712787E-6	
8274.7	4.707871E-6	
8275.7	4.709201E-6	
8276.7	4.702314E-6	
8277.7	 4.70614E-6	
8278.7	4.708715E-6	
8279.7	4.710436E-6	
8280.7	4.709665E-6	
8281.7	4.708572E-6	
8282.7	4.716356E-6	
8283.7	4.707789E-6	
8284.7	4.704598E-6	
8285.7	4.697741E-6	
8286.7	4.709119E-6	
8287.7	4.701642E-6	
8288.7	4.710688E-6	
8289.7	4.706469E-6	
8290.7	4.702815E-6	
8291.7	4.707493E-6	
8292.7	4.713964E-6	
8293.7	4.708676E-6	
8294.7	4.707676E-6	
8295.7	4.710527E-6	
8296.7	4.707533E-6	
8297.7	4.702224E-6	
8298.7	4.709581E-6	
8299.7	4.707413E-6	
8300.7	4.710239E-6	
8301.7	 4.70824E-6	
8302.7	 4.70009E-6	
8303.7	4.706883E-6	
8304.7	 4.71119E-6	
8305.7	4.704498E-6	
8306.7	4.713678E-6	
8307.7	4.706783E-6	
8308.7	4.708452E-6	
8309.7	4.709689E-6	
8310.7	4.703569E-6	
8311.7	4.707867E-6	
8312.7	4.707801E-6	
8313.7	4.708217E-6	
8314.7	4.702888E-6	
8315.7	4.707036E-6	
8316.7	4.704113E-6	
8317.7	4.702655E-6	
8318.7	4.699931E-6	
8319.7	4.703858E-6	
8320.7	4.705437E-6	
8321.7	 4.70814E-6	
8322.7	4.709851E-6	
8323.7	4.708176E-6	
8324.7	4.709322E-6	
8325.7	4.707447E-6	
8326.7	4.705293E-6	
8327.7	4.708566E-6	
8328.7	4.711453E-6	
8329.7	4.706552E-6	
8330.7	4.704811E-6	
8331.7	4.710165E-6	
8332.7	4.703256E-6	
8333.7	4.708573E-6	
8334.7	4.706807E-6	
8335.7	 4.70638E-6	
8336.7	4.705065E-6	
8337.7	4.708415E-6	
8338.7	4.706212E-6	
8339.7	4.709097E-6	
8340.7	4.705423E-6	
8341.7	4.708766E-6	
8342.7	4.708294E-6	
8343.7	4.706879E-6	
8344.7	4.703545E-6	
8345.7	  4.7068E-6	
8346.7	4.707959E-6	
8347.7	4.707031E-6	
8348.7	4.707486E-6	
8349.7	4.706792E-6	
8350.7	4.697964E-6	
8351.7	4.703969E-6	
8352.7	  4.7039E-6	
8353.7	4.705653E-6	
8354.7	4.704594E-6	
8355.7	4.703625E-6	
8356.7	4.707229E-6	
8357.7	4.708997E-6	
8358.7	4.699981E-6	
8359.7	4.701737E-6	
8360.7	4.702013E-6	
8361.7	 4.69984E-6	
8362.7	4.698864E-6	
8363.7	4.700012E-6	
8364.7	4.698098E-6	
8365.7	4.704253E-6	
8366.7	4.706409E-6	
8367.7	4.702217E-6	
8368.7	4.701749E-6	
8369.7	4.702063E-6	
8370.7	 4.70024E-6	
8371.7	4.692026E-6	
8372.7	4.701262E-6	
8373.7	 4.69795E-6	
8374.7	4.699188E-6	
8375.7	4.707054E-6	
8376.7	4.706519E-6	
8377.7	4.699495E-6	
8378.7	4.704467E-6	
8379.7	4.700514E-6	
8380.7	4.705012E-6	
8381.7	4.697398E-6	
8382.7	4.699174E-6	
8383.7	4.708546E-6	
8384.7	4.697519E-6	
8385.7	4.700917E-6	
8386.7	4.700682E-6	
8387.7	4.704018E-6	
8388.7	4.702391E-6	
8389.7	4.705779E-6	
8390.7	 4.70483E-6	
8391.7	4.695073E-6	
8392.7	4.698412E-6	
8393.7	4.703075E-6	
8394.7	4.700217E-6	
8395.7	4.702407E-6	
8396.7	4.697841E-6	
8397.7	4.700118E-6	
8398.7	4.708324E-6	
8399.7	4.701048E-6	
8400.7	4.695378E-6	
8401.7	4.695258E-6	
8402.7	4.699046E-6	
8403.7	4.696751E-6	
8404.7	4.697928E-6	
8405.7	4.704078E-6	
8406.7	4.707267E-6	
8407.7	 4.70152E-6	
8408.7	4.702596E-6	
8409.7	4.690828E-6	
8410.7	4.698282E-6	
8411.7	4.699996E-6	
8412.7	4.700488E-6	
8413.7	4.700987E-6	
8414.7	4.700189E-6	
8415.7	4.702388E-6	
8416.7	4.692772E-6	
8417.7	4.698324E-6	
8418.7	4.695247E-6	
8419.7	4.703876E-6	
8420.7	4.704145E-6	
8421.7	4.702911E-6	
8422.7	4.704387E-6	
8423.7	4.701335E-6	
8424.7	4.700102E-6	
8425.7	4.699118E-6	
8426.7	4.704783E-6	
8427.7	4.695012E-6	
8428.7	4.697228E-6	
8429.7	4.699879E-6	
8430.7	4.699353E-6	
8431.7	4.692952E-6	
8432.7	4.693911E-6	
8433.7	 4.70513E-6	
8434.7	4.696074E-6	
8435.7	4.695117E-6	
8436.7	4.705078E-6	
8437.7	4.706724E-6	
8438.7	4.699018E-6	
8439.7	4.703619E-6	
8440.7	4.699575E-6	
8441.7	4.697798E-6	
8442.7	4.703716E-6	
8443.7	4.706475E-6	
8444.7	4.698977E-6	
8445.7	 4.70354E-6	
8446.7	4.698404E-6	
8447.7	4.696266E-6	
8448.7	4.699854E-6	
8449.7	4.695722E-6	
8450.7	4.699376E-6	
8451.7	 4.70825E-6	
8452.7	4.699673E-6	
8453.7	4.696277E-6	
8454.7	4.698986E-6	
8455.7	4.696809E-6	
8456.7	4.698625E-6	
8457.7	4.698409E-6	
8458.7	4.700259E-6	
8459.7	4.701077E-6	
8460.7	4.699628E-6	
8461.7	4.696346E-6	
8462.7	4.699758E-6	
8463.7	4.698563E-6	
8464.7	4.695751E-6	
8465.7	4.699909E-6	
8466.7	4.697262E-6	
8467.5	4.691414E-6	
8468.5	4.702894E-6	
8469.5	4.699965E-6	
8470.5	4.698184E-6	
8471.5	 4.69305E-6	
8472.5	4.693419E-6	
8473.5	4.696509E-6	
8474.5	4.702557E-6	
8475.5	 4.70298E-6	
8476.5	4.701177E-6	
8477.5	4.697002E-6	
8478.5	4.694002E-6	
8479.5	4.699176E-6	
8480.5	4.698262E-6	
8481.5	4.695063E-6	
8482.5	4.689289E-6	
8483.5	4.693124E-6	
8484.5	4.703101E-6	
8485.5	4.700134E-6	
8486.5	 4.69553E-6	
8487.5	 4.69692E-6	
8488.5	4.699324E-6	
8489.5	4.700623E-6	
8490.5	 4.69969E-6	
8491.5	4.705723E-6	
8492.5	4.697563E-6	
8493.5	4.691616E-6	
8494.5	4.703136E-6	
8495.5	4.698238E-6	
8496.5	4.694993E-6	
8497.5	 4.70035E-6	
8498.5	4.699104E-6	
8499.5	4.695058E-6	
8500.5	4.707724E-6	
8501.5	4.704927E-6	
8502.5	4.697936E-6	
8503.5	4.701853E-6	
8504.5	4.697899E-6	
8505.5	4.705113E-6	
8506.5	4.696651E-6	
8507.5	 4.70619E-6	
8508.5	4.692838E-6	
8509.5	4.701561E-6	
8510.5	4.706492E-6	
8511.5	4.707849E-6	
8512.5	4.698166E-6	
8513.5	4.695656E-6	
8514.5	4.700469E-6	
8515.5	4.703705E-6	
8516.5	4.704031E-6	
8517.5	4.707512E-6	
8518.5	4.701133E-6	
8519.5	4.700848E-6	
8520.5	 4.70291E-6	
8521.5	4.701059E-6	
8522.5	4.701626E-6	
8523.5	4.704692E-6	
8524.5	4.702903E-6	
8525.5	 4.70125E-6	
8526.5	4.698543E-6	
8527.5	4.702086E-6	
8528.5	4.696001E-6	
8529.5	4.698828E-6	
8530.5	 4.69814E-6	
8531.5	4.700873E-6	
8532.5	4.704603E-6	
8533.5	4.697364E-6	
8534.5	4.702191E-6	
8535.5	4.687443E-6	
8536.5	4.691053E-6	
8537.5	4.696589E-6	
8538.5	4.697577E-6	
8539.5	4.688087E-6	
8540.5	4.703268E-6	
8541.5	4.705629E-6	
8542.5	   4.697E-6	
8543.5	4.696524E-6	
8544.5	 4.70026E-6	
8545.5	4.700745E-6	
8546.5	4.695786E-6	
8547.5	4.700323E-6	
8548.5	4.691213E-6	
8549.5	4.702431E-6	
8550.5	4.693713E-6	
